Note: tabs by school no longer updated as NMSC now tracks interest / repayments,,,,,,,,,,,,,,,,,,,,,,,,,,CC,EE,,,,,,,,,,,,,,,
53,101,Elderflower,TX,"3719 Navigation Blvd., Houston, TX 77003",,,NO,NO,,,NO,NO,,,,,,,,,, Yes ,,," $ 25,000 "," $ 25,000 ",2025,2025,6/17/25,6/17/32,8%,Start-Up,,Melina Hebert | melina@elderflowermontessori.org,Ikuko Qano | ikuko@elderflowermontessori.org,,,,,,,
54,102,Grove,MI,"1575 Jefferson Ave SE, Grand Rapids, MI, 49507",,,YES,YES,,Yes,,,,,,,,,,,,,, Yes ," $ 50,000 "," $ 50,000 ",2025,2025,6/24/25,6/24/32,6%,Start-Up,,Kate Caliri-Spiegel|kate@grovemontessori.org,Anisa Everett | anisa@grovemontessori.org,,,,,,,
55,103,Moving Mountains,MI,"2418 Burton st SE Grand Rapids, MI 49546",,,NO,NO,,,,,,,,,,,,,,,,," $ 25,000 "," $ 25,000 ",2025,2025,6/24/25,6/24/32,8%,Start-Up,,Veronika@movingmountainsmontessori.org,anita@movingmountainsmontessori.org,,,,,,,
56,104,Meadowsweet,NY,"5 Endicott Ave Johnson City, NY",,,YES,,,,,,,,,,,,,,,,,," $ 50,000 "," $ 50,000 ",2025,2025,6/25/25,6/25/32,6%,Start-Up,,heather@meadowsweetmontessori.org,"samantha@meadowsweetmontessori.org""",,,,,,,
57,105,Rainbow,,"818 Rose Avenue, Columbus, OH 43219",,,YES,,,,,,,,,,,,,,,,,," $ 25,000 "," $ 25,000 ",2025,2025,6/26/25,6/26/32,6%,Start-Up,,Breana Smith| breana@therainbowschool.org,Linds Miller | linds@therainbowschool.org,,,,,,,
,106,,,,,,YES,,,,,,,,,,,,,,,,,," $ 75,000 "," $ 50,000 ",2025,2025,6/26/25,6/26/32,6%,Start-Up,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,," $ 810,000 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,
0.7882352941,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,43,,,,20,,5,33,,,,, $ 3 ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.4418604651,,,,40.00%,,10.00%,35.48%,,,,,"$700,000.00",$46.67,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13.18%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,19,,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,42.22%,,8.89%,,,,,,0.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,," $ 56,417 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.05405405405,31,13,44,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,68.9%,35.1%,97.8%,,," $ 5,505,879 "," $ 4,091,819 ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,59203,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,59203,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,2020,,,,Total TM,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Total Loan Amount,# of Loan Transactions,CDFI Eligible Loan $,CDFI Eligible % by Loan $'s,CDFI Eligible Transactions,CDFI Eligible % Loan Transactions,CDFI Eligible Loan $,CDFI Eligible % by Loan $'s,CDFI Eligible Transactions,CDFI Eligible % Loan Transactions,CDFI Eligible Loan $,CDFI Eligible % by Loan $'s,CDFI Eligible Transactions,CDFI Eligible % Loan Transactions,,,,
,,,,,,,,,,,,,,,,,,,,,,FY 2019,,," $ 355,000 ",6," $ 255,000 ",71.8%,4,66.7%," $ 95,000 ",26.8%,2,33.3%," $ 255,000 ",71.8%,,,,,,
,,,,,,,,,,,,,,,,," $ 8,650 ", $ 56 ,,,,FY 2020,,," $ 405,000 ",8," $ 325,000 ",80.2%,6,75.0%," $ 255,000 ",63.0%,5,62.5%," $ 325,000 ",80.2%,,,,,,
,,,,,,,,,,,,,,,,," $ 1,915 ", $ 12 ,,,,FY 2021,,," $ 655,000 ",13," $ 440,000 ",67.2%,10,76.9%," $ 410,000 ",62.6%,9,69.2%," $ 480,000 ",73.3%,,,,,,
,,,,,,,,,,,,,,,,," $ 10,565 ",,,,,FY 2022,,," $ 315,000 ",7," $ 155,000 ",49.2%,2,28.6%," $ 155,000 ",49.2%,2,28.6%," $ 155,000 ",49.2%,,,,,,
,,,,,,,,,,,,,,,,," $ 42,260 ",,,,,FY 2023 ,,," $ 1,525,879 ",25," $ 960,879 ",63.0%,16,64.0%," $ 910,879 ",59.7%,14,56.0%," $ 1,060,879 ",69.5%,,,,,,
,,,,,,,,,,,,,,,,,,,,,,FY 2024,,14.29%," $ 1,050,000 ",20," $ 1,030,000 ",98.1%,19,95.0%," $ 1,030,000 ",98.1%,19,95.0%," $ 1,030,000 ",98.1%,,,,,,
,,,,,,,,,,,,,,,,,,,,,,FY 2025,,40.00%," $ 1,200,000 ",28,,,,," $ 870,000 ",72.5%,19,67.9%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Total,,," $ 5,505,879 ",107," $ 3,165,879 ",57.5%,57,53.3%," $ 3,725,879 ",67.7%,51,47.7%," $ 3,305,879 ",60.0%,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Outstanding Amount,,," $ 4,091,819 ",58," $ 2,131,809 ",52.1%,45,77.6%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,TM Overall,,," $ 4,091,819 ",58," $ 1,149,767 ",28.1%,23,39.7%,," $ 1,400,000 "," $ 995,000 ",0.7107142857,,,,,,,,
Funding,,,,,,,,,,,,,,,23,,,,,,,TM in 2023,,," $ 1,525,879 ",25," $ 415,879 ",27.3%,5,20.0%,,,,,,,,,,,,
,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,10,7,,,,,,,,,
SVCF,," $ 500,000 ",,,0.8173515982,,,,,,,,,,67.65%,,,,,,,,,," $ 3,950,879 ",73," $ 2,910,879 ",73.7%,53,72.6%,,11,7,0.6363636364,,,,,,,,
Omidyar,," $ 500,000 ",," $ 2,685,000 "," $ 3,285,000 ",,,,,,,,,,,,,,,,,,0.6030534351,,,,,,,,,,,,,,,,,,,
Piton,," $ 320,000 ",,,,,,,,,,,,,,,,,,,,,,,,," $ 4,035,879 ",0.7330126579,76,0.7102803738,," $ 1,200,000 "," $ 870,000 ",0.725,,,,,,,,
FS,," $ 100,000 ",,,,,,,,,,,,,,,,,,,,,,,," $ 1,970,000 ",,,,," $ 1,390,000 "," $ 1,200,000 "," $ 870,000 ",0.725,,,,,,,,
Total PRI,," $ 1,420,000 ",,,," $ 2,685,000 ",,,,,,,,,,,,,,,,,Harvest,,50000,,,,,,0.7055837563," $ 1,260,000 "," $ 930,000 ",0.7380952381,,,,,,,,
Calvert,," $ 600,000 ",6.75%," $ 40,500 ",," $ 3,285,000 ",0.8173515982,,,,,,,,,,,,,,,,Girasol,,50000,,,,,,,,,,,,,,,,,
US Bank,," $ 500,000 ",3%," $ 15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,," $ 500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFN,," $ 250,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Debt,," $ 3,270,000 ",," $ 55,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP Grant (Revolving grant),," $ 500,000 ",," $ 3,385,000 "," $ 3,385,000 "," $ 3,385,000 ",,,,,,,,,,,,,,,,#REF!,,," $ 685,000 ",312.5,,,,,,,,,,,,,,,,
SP Grant (recoverable),," $ 265,000 ",," $ 3,985,000 "," $ 4,485,000 "," $ 4,735,000 ",,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,
Wildflower Grant,," $ 200,000 ",23,0.8494353827,0.7547380156,0.7148891235,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,
MacKenzie Scott,," $ 500,000 ",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFN,," $ 150,000 ",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Equity,," $ 1,615,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Funds Raised,," $ 4,885,000 ",977000,," $ 5,785,000 ",,0.8,,,,,,,,,,,,,,,,,,,,2500000,,,,,,,,,,,,,,,
,,,,," $ 7,555,000 ",,,,,,,,,,,,,,,,,,,,,," $ 7,385,000 ",,,,,,,,,,,,,,,
Net Assets Ratio,,33.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,303%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Issued,," $ 5,505,879 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Available for Loans ,," $ -620,879 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Cash,,"468,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Cash Banking,," $ 262,399 "," $ 302,158 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Cash Brokerage,," $ 205,789 ","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,," $ 500,000 "," $ 502,158 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loan Payments,," $ 240,000 "," $ 80,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,," $ 1,208,188 "," $ 422,158 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,," $ 700,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,," $ 400,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvert,," $ 400,000 "," $ 122,158 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVCF,," $ 150,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opex,," $ 80,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,," $ 578,188 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,22,23,24,25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,," $ 130,000 "," $ 45,000 "," $ 140,000 "," $ 40,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,," $ 130,000 "," $ 45,000 "," $ 140,000 "," $ 40,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3 loans to clover,1 loan to hyacinth,1 loan to girasol,1 loan to indigo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1 loan to hyacinth,,1 loan to hyacinth,,,,,,,,,,,,,,,,,,,,,,,,,,
