recId,Table Name,Field Name,Field Type,Field Options
rec1jyhEwi2XCBKGM,Educators,Primary Language,multipleSelects,"English, French - Français, Spanish - Español, Urdu - اُردُو, Japanese - 日本語, Mandarin - 中文, Arabic - العَرَبِيَّة, Hindi - हिन्दी, Hungarian - Hungarian, Haitian Creole - Kreyol Ayisyen, Gujarati - ગુજરાતી, Fujian- Fujian, Russian - русский язык, Korean - 한국어, Cantonese - Gwóngdūng wá, Tai-Kadai (including Thai and Lao) - ไทย / ພາສາລາວ, Other - Hungarian, Portuguese - Português, Tami - தமிழ், Burmese - မြန်မာစာ, Other- Yoruba, A not-listed or more specific language"
recModOKesaneazAm,Educators,Montessori Certified,rollup,
recK3BiTDQDAGMw9Y,Educators,Notes (from Educator notes),multipleLookupValues,
recVYHRYY51jLXcNV,Educators,Contact Email,formula,"IF({Email at active school}=BLANK(),{Primary Personal Email},{Email at active school})"
rec0ThPeEEhI9fMcW,Educators,Last Modified,lastModifiedTime,
recRpitLvTsBNmdgM,Educators,educator_id,formula,RECORD_ID()
recUb5Xg7tAfNPnTI,Educators,Active School Record ID,multipleLookupValues,
rec8vCYZqE2pW08Ro,Educators,Gender - Other,singleLineText,
recW7UFhB0gi8Mwfe,Educators,Pronouns - Other,singleLineText,
recrhOsGzLuz4R27d,Educators,School Statuses,multipleLookupValues,
recfQknGHpT4dP9xv,Educators,Newsletter and Group Subscriptions,multipleRecordLinks,Mailing lists
recpENXUlDOP7cINt,Educators,Household Income,singleSelect,"Middle Income, Lower Income, Upper Income, Prefer not to respond"
recPnGvLT677YcCom,Educators,Active School Affiliation Status,multipleLookupValues,
rec8KaS2JZBpLnNAK,Educators,survey - 2022 Wildflower Network Survey,checkbox,
recOAeJeX1JSNJbwJ,Educators,Primary Personal Email,email,
recAupDjwvLXDxIUG,Educators,Wildflowerschools.org Email,email,
recJibLc1SvSLdPd9,Educators,Other Personal Emails,multilineText,
recqoiw65j8WjGjS3,Educators,Events attended,multipleRecordLinks,Event attendance
recnljYGhcyq1C8LL,Educators,Training Grants,multipleRecordLinks,Training Grants
recnbkRPN3pHHCbal,Educators,Platform Educators & Partners,multipleRecordLinks,Platform Educators & Partners
recY4Dj24lNzJzhYS,Educators,Onboarding Experience,singleSelect,"Standard SSJ, Onboarded by School Supports, Other"
rec6AMmVJFvRcZwW2,Educators,On school board,singleLineText,
recm5aBClTjH6y4jY,Educators,Individual Type,singleSelect,"Educator, Community Member"
recxbxLoP4CHCdFjC,Educators,Certifier (from Montessori Certifications),multipleLookupValues,
recnnmbHPgJWi8VDk,Educators,Certification Levels (from Montessori Certifications),multipleLookupValues,
recYP5VeWNqKm4am4,Educators,School Address,multipleLookupValues,
rec37tyx7JPjT0qY3,Educators,Created By,createdBy,
rectBPEO01z3RrcKf,Educators,Email at active school,rollup,
rec8EFmO5tiUz7iba,Educators,Primary phone,phoneNumber,
recetytP72blUjbz2,Educators,Secondary phone,phoneNumber,
reckRWwLDORNAivxP,Educators,Primary Work Email (non-WF),email,
recSQqrGbRh48hyPS,Educators,Open educator interface,button,
rectxBOXW2ldn79Ve,Educators,Combined emails,formula,"IF(
  OR(
    {column_value_fld5LH3K3nSFbD6G5},
    {column_value_fldpnr7FEGNiMhWxz},
    {column_value_fld5fGbXz5yOATo13},
    {column_value_flddvkCybmu79TaEO},
    {column_value_fldv2qwRi6ec5rtiD},
    {column_value_fldM9IcV3FHNetx6k}
  ),
  TRIM(
    REGEX_REPLACE(
      LOWER(
        CONCATENATE(
          IF({column_value_fld5LH3K3nSFbD6G5}, {column_value_fld5LH3K3nSFbD6G5} & "", ""),
          IF(AND({column_value_fldpnr7FEGNiMhWxz}, {column_value_fldpnr7FEGNiMhWxz} != {column_value_fld5LH3K3nSFbD6G5}), {column_value_fldpnr7FEGNiMhWxz} & "", ""),
          IF(AND(
            {column_value_fld5fGbXz5yOATo13},
            {column_value_fld5fGbXz5yOATo13} != {column_value_fld5LH3K3nSFbD6G5},
            {column_value_fld5fGbXz5yOATo13} != {column_value_fldpnr7FEGNiMhWxz}
          ), {column_value_fld5fGbXz5yOATo13} & "", ""),
          IF(AND(
            {column_value_flddvkCybmu79TaEO},
            {column_value_flddvkCybmu79TaEO} != {column_value_fld5LH3K3nSFbD6G5},
            {column_value_flddvkCybmu79TaEO} != {column_value_fldpnr7FEGNiMhWxz},
            {column_value_flddvkCybmu79TaEO} != {column_value_fld5fGbXz5yOATo13}
          ), {column_value_flddvkCybmu79TaEO} & "", ""),
          IF(AND(
            {column_value_fldv2qwRi6ec5rtiD},
            {column_value_fldv2qwRi6ec5rtiD} != {column_value_fld5LH3K3nSFbD6G5},
            {column_value_fldv2qwRi6ec5rtiD} != {column_value_fldpnr7FEGNiMhWxz},
            {column_value_fldv2qwRi6ec5rtiD} != {column_value_fld5fGbXz5yOATo13},
            {column_value_fldv2qwRi6ec5rtiD} != {column_value_flddvkCybmu79TaEO}
          ), {column_value_fldv2qwRi6ec5rtiD} & "", ""),
          IF(AND(
            {column_value_fldM9IcV3FHNetx6k},
            {column_value_fldM9IcV3FHNetx6k} != {column_value_fld5LH3K3nSFbD6G5},
            {column_value_fldM9IcV3FHNetx6k} != {column_value_fldpnr7FEGNiMhWxz},
            {column_value_fldM9IcV3FHNetx6k} != {column_value_fld5fGbXz5yOATo13},
            {column_value_fldM9IcV3FHNetx6k} != {column_value_flddvkCybmu79TaEO},
            {column_value_fldM9IcV3FHNetx6k} != {column_value_fldv2qwRi6ec5rtiD}
          ), {column_value_fldM9IcV3FHNetx6k} & "", "")
        )
      ),
      "",\\s*$"", """"
    )
  )
)
"
rectu8hmAOOi2pzBj,Educators,emails,multipleRecordLinks,Emails
recB4ll9UBEhEdd12,Educators,Startup Stage for Active School,multipleLookupValues,
recWDgg5raPRHPz38,Educators,Ever a TL in an open school,rollup,
recCMp6kyXoSfiLxh,Educators,Currently Active at a School?,multipleLookupValues,
rec5P12py1N0DDyhb,Educators,Schools,multipleRecordLinks,Schools
rec60z64Cl9TrueRo,Educators,SSJ Fillout Forms,multipleRecordLinks,SSJ Fillout Forms
reci6INffVNiPX2Fl,Educators,First contact - WF School employment status,singleSelect,"Never employed by a Wildflower school, Never employed by a Wildflower school, Never employed by a Wildflower school, Active Teacher Leader, Active School Staff, Active School Staff, Active School Staff, Not currently working at a Wildflower school - former TL, Not currently working at a Wildflower school - former school staff"
recWbrh5HnMqi5CvU,Educators,Contact Form Details (from SSJ data on educators),multilineText,
recHYT2tvyiwIoGJ9,Educators,First contact - Notes on pre-Wildflower employment,multilineText,
recifUpKKyRanEjEq,Educators,SSJ Typeforms: Start a School (from SSJ data on educators),multipleRecordLinks,SSJ Typeforms: Start a School
recAzgCtLgjILYGqk,Educators,Target city,singleLineText,
recmOjHABnbL5w4wk,Educators,First contact - Initial Interest in Governance Model,multipleSelects,"Charter, Independent"
recY9PlgJ7ZcqJSRt,Educators,First contact - Willingness to relocate,checkbox,
recYK6Um3s9wDdHnd,Educators,First contact - initial interest in ages,multipleRecordLinks,Montessori Cert Levels
recUoFyRjnOmS33aE,Educators,First contact - initial interests,multilineText,
recCwq4gCqDmJPIYU,Educators,Target state,multilineText,
recVFnppCe9vrW6sG,Educators,Target - international,singleLineText,
recR9wfDCmDTVHY0f,Educators,Tags,multipleSelects,"Wildflower parent, TFA alum"
rec9PJaf1WJSBAGMI,Educators,Exclude from email logging,checkbox,
rec8uvlkxcF9miPoF,Educators,Board Service,multipleRecordLinks,Board Service
recEjBRIzWvSR80FK,Educators,Last Modified Trigger,formula,"IF(
  LAST_MODIFIED_TIME(),
  DATETIME_DIFF(NOW(), LAST_MODIFIED_TIME(), 'minutes'),
  DATETIME_DIFF(NOW(), CREATED_TIME(), 'minutes')
)
"
recZUx8ruBSpTbdPc,Educators,Dedupe with,multilineText,
recxRYDlrIvG0aCkR,Educators,Message (from SSJ Fillout Forms),multipleLookupValues,
recgHlzL3e0mFQ9XU,Educators,Entry Date (from SSJ Fillout Forms),multipleLookupValues,
recNyp5wMvZDIYego,Educators,Count of Get Involved Forms,count,
rechhsOHRaJ4Ir6qd,Educators,Errors,multipleSelects,Likely duplicate
rec1nq0z1KhaMUeex,Educators,Create stint for existing school,formula,"CONCATENATE(""https://airtable.com/appJBT9a4f3b7hWQ2/pagQrgNxFhMOkDZzm/form?"",
  ""prefill_Educator="",RECORD_ID())"
recLzWCHq7W14t1h8,Educators,Self-reflection,multipleAttachments,
recv3szMIcVEmjw39,Educators,Target geo combined,formula,"IF({Target - international},{Target - international},
  {Target city}& "" "" & {Target state})"
recg38FA3gT1C530b,Educators,Meetings,multipleRecordLinks,Meetings
recwlHKKtuyG4ex2Y,Educators,Cohorts,multipleLookupValues,
recNcD6IEFEy6rATB,Educators,Assigned Partner Override (from SSJ Fillout Forms),multipleLookupValues,
rec9i6gXY6btUXBtg,Educators,Automations,singleLineText,
recVU5Oe1bPAr4FhM,Educators x Schools,edXschool key,formula,"CONCATENATE({First Name (from Educator)}, "" - "", IF({School Short Name},{School Short Name},{School}) , "" - "", IF({Start Date},
  DATETIME_FORMAT({Start Date},'YYYY-MM-DD'),{educatorsXschools_id}))"
recB1C3Fa7uFnlAsC,Educators x Schools,Educator,multipleRecordLinks,Educators
recVnA0yPWpwG9Tdk,Educators x Schools,School,multipleRecordLinks,Schools
reczFZChdst1rMf4L,Educators x Schools,Start Date,date,
recH56P8RcycygOzQ,Educators x Schools,End Date,date,
recb7bwxRKQtoaE55,Educators x Schools,Currently Active,checkbox,
recefwQGHzR1lyTE7,Educators x Schools,Email at School,email,
recJ5puzxmgr3GWQ2,Educators x Schools,Ages served,multipleLookupValues,
recfLDsA3zlXMk1SH,Educators x Schools,School Status,multipleLookupValues,
recpkCP548qH2RhHx,Educators x Schools,Educator Full Name,multipleLookupValues,
recbCNZYTEGiMJTuW,Educators x Schools,Race & Ethnicity (from Educator),multipleLookupValues,
recltHbE7DTjiHGYm,Educators x Schools,Income background,multipleLookupValues,
recCHKd2kR77QykHT,Educators x Schools,Gender (from socio-economic background),multipleLookupValues,
recFtanLiTTcbtfgz,Educators x Schools,Primary Language (from languages / socio-economic background),multipleLookupValues,
recrB7ejWLT3ZLOXT,Educators x Schools,LGBTQIA (from Socio-economic Background) (from Educator),multipleLookupValues,
rectyR6dya3u2w5Y3,Educators x Schools,21-22 Completed Demographic Info?,checkbox,
reczw09QE1q9ZghgA,Educators x Schools,Montessori Certifications,multipleLookupValues,
recc3lUWH8EVqeqh9,Educators x Schools,Montessori Certified?,multipleLookupValues,
recdWpS7OF5UD8uDB,Educators x Schools,SSJ Stage,multipleLookupValues,
recmBYdFV8OYCiCXZ,Educators x Schools,Loan Fund?,checkbox,
recySHn4MSiOj4mnx,Educators x Schools,educatorsXschools_id,formula,RECORD_ID()
recR5BmmXAWebZUvt,Educators x Schools,educator_id,multipleLookupValues,
recQoEJUhTnPo9fmw,Educators x Schools,school_id,multipleLookupValues,
recDM0Frkgi97rJg4,Educators x Schools,School Address,multipleLookupValues,
rec7kOAuLdEezCtDj,Educators x Schools,TL Gift 2022,checkbox,
rec2a05VStybTrUoj,Educators x Schools,Educator Email,multipleLookupValues,
recHk6BrKkG7OAay1,Educators x Schools,Membership Status,multipleLookupValues,
rechRczWG8hNp7ESX,Educators x Schools,Roles,multipleSelects,"Founder, Teacher Leader, Emerging Teacher Leader, Classroom Staff, Fellow, Other"
recwMSoWxI3ECuLde,Educators x Schools,Loan (from Loans - Issue Method) (from School),multipleLookupValues,
reclQjJgbjB7i93eA,Educators x Schools,Opened (from School),multipleLookupValues,
recOGQQly1PMQAVjx,Educators x Schools,Governance Model (from School),multipleLookupValues,
recQFOSGrBh2q5BTD,Educators x Schools,Charter (from School),multipleLookupValues,
recYQoJFFO6qamDXi,Educators x Schools,On Connected,checkbox,
recLdDytIUoIKyAMk,Educators x Schools,On Slack,singleSelect,"Active, Removed"
recDKX6DpoldQVled,Educators x Schools,On Teacher Leader Google Group,singleSelect,"Active, Removed"
recKiCwx2rbUE1xv4,Educators x Schools,Platform Educators x Schools,multipleRecordLinks,Platform Educators x Schools
recqfDy40i7dMBEa0,Educators x Schools,On Wildflower Directory,singleSelect,"Active, Removed"
recNIzoI7RXoDGTes,Educators x Schools,Created,createdTime,
recSg0CsUaJQWtWgy,Educators x Schools,Entered Visioning (from School),multipleLookupValues,
reckRLHY7TXDrPXz3,Educators x Schools,Membership Agreement date (from School),multipleLookupValues,
recVudfj8S53jZlTb,Educators x Schools,Invited to 2024 Refresher,checkbox,
recFhmTaKpq5Tb9nZ,Educators x Schools,Email Status,singleSelect,"Active, Suspended"
recVtrdyr7yXHiwCY,Educators x Schools,Who initiated E/TL removal?,singleLineText,
recvZOBzHqeEnb4Ly,Educators x Schools,On National Website,singleSelect,"Added, Removed"
recw93VZ55oRTZC8d,Educators x Schools,GSuite Roles,singleSelect,School Admin - School Orgs
reckoH91pkbsDbplG,Educators x Schools,Loans,multipleRecordLinks,Loans
recy81C03RNrAPqQR,Educators x Schools,Entered Startup,multipleLookupValues,
recmnlaGKwQtvTk7f,Educators x Schools,Entered Planning,multipleLookupValues,
recwK2eZnxLkEbXA4,Educators x Schools,School Short Name,multipleLookupValues,
recWl7ySiAhul1CIk,Educators x Schools,First Name (from Educator),multipleLookupValues,
reczIrxdZzyGohwjG,Educators x Schools,Create educator record,button,
rec3dRXl9bDWFN2pR,Educators x Schools,Open school interface,button,
recY61uA1Gkur1vGH,Educators x Schools,Open TL interface,button,
recuxDQaC34SHx2b8,Educators x Schools,School Cohort,multipleLookupValues,
recKKplSpcnThGaNi,Partners,email or name,multilineText,
rechuzS9w2w8Kt5uK,Partners,Email,email,
recP8ceT3eVw2x2QE,Partners,Currently active,multilineText,
recZBY1qsslQLoJ6t,Partners,Roles,multipleSelects,"Foundation Partner, Teacher Leader, Ops Guide, School Supports Partner, Finance Administrator, Regional Entrepreneur, TL, Affiliate of Charter Partner"
recc3oSujgh8Ji1SS,Partners,Photo,multipleAttachments,
rec1xP9D9JFrixeOU,Partners,Phone,phoneNumber,
recWKvJAkwm7qjAhn,Partners,Home address,multilineText,
recXB7wIDK02UZRxK,Partners,DOB,date,
recVb9XIyjSkiQrPL,Partners,TLs,multipleRecordLinks,Educators
recVZggdQz5OQQJik,Partners,Guide assignments,multipleRecordLinks,Guides Assignments
recqS5y1NwzDxZmZ2,Partners,Hubs,singleLineText,
recRo2N5WsQsH7FyO,Partners,Start Date (from Stints),singleLineText,
rec68W2KzJriC2hxI,Partners,End Date (from Stints),singleLineText,
recPnWbaACTLncax9,Partners,Stint type (from Stints),multipleSelects,"Full time employee, Part time eligible, Part time ineligible, Seasonal or temporary, Dedicated contractor, Other contractor, Sponsored project, Volunteer, TL contractor, Affiliate of Charter Partner"
recKFf4RhdjSumpvS,Partners,Active stint,multipleSelects,"Full time employee, Part time eligible, Part time ineligible, Seasonal or temporary, Dedicated contractor, Other contractor, Sponsored project, Volunteer, TL contractor, Affiliate of Charter Partner"
recGO0RKqdrN7dN23,Partners,2016-2017 (from Stints),singleLineText,
recaP5CtMwYlZGEEs,Partners,2017-2018 (from Stints),singleLineText,
rec0vbm0QUECtnMpZ,Partners,2018-2019 (from Stints),singleLineText,
recKUjLuRcCYpGhMh,Partners,2019-2020 (from Stints),singleLineText,
rec0Xfj2i6lS0kNuf,Partners,Educator notes,multipleRecordLinks,Educator notes
recuPQnKeJISyK7xg,Partners,School notes,multipleRecordLinks,School notes
recX5UqMJeVN3PXMc,Partners,Website bio,multilineText,
recYtl1avxn5ZZdIf,Partners,Slack handle,singleLineText,
recRZYSSsMAJFMtaZ,Partners,Papyrs profile,singleLineText,
recvIs1UUFExdm9cy,Partners,Copper userID,singleLineText,
recOLm4gZ8WcbkO05,Partners,Public website active,checkbox,
rec8e9KHzzygmmMFh,Partners,Holaspirit member ID,singleLineText,
rec3kJPBweVyJl9OQ,Partners,Educator Record IDs,multipleLookupValues,
recyZgv6oUXjNSP7G,Partners,Guided School Record ID,multipleLookupValues,
recZOcY0T01KGkOzc,Partners,Synced Record ID,multilineText,
recwavaN1zshYTsPp,Partners,Record ID,formula,RECORD_ID()
rec2uzlQz7KpVkvWY,Partners,Educator Log,singleLineText,
recd7yiBy8Hvp6n7L,Partners,Personal Email,email,
recfLrlmgvEHGbGhS,Partners,Image URL,singleLineText,
recwsNcEOolikDioY,Partners,Action steps,multipleRecordLinks,Action steps
recXpLwh6GvA6iohN,Partners,SSJ Process Details,singleLineText,
recu3bikF9z9O6hFe,Partners,Schools,multipleRecordLinks,Schools
recj7S6zbsxzWSqTv,Partners,Grants,singleLineText,
recSxsQXu93pJvjIR,Partners,Grants 2,singleLineText,
recEv887SwtbLZIQl,Partners,Grants 3,singleLineText,
recwVYhuM7FLvBhhu,Partners,Grants 4,singleLineText,
recy9v8MimrqQglPr,Partners,Lead Routing,singleLineText,
rec0VOwbhJPlUSula,Partners,Name,singleLineText,
rec8bqkHkZ4jdL71u,Partners,Email templates,multipleRecordLinks,Lead Routing and Templates
rec4TZyxDqaPQEJib,Partners,Grants 5,multipleRecordLinks,Grants
recfmkne0Nnl7vkce,Partners,Membership termination steps and dates,singleLineText,
receJlAHevUqYQWgf,Partners,Grants 6,singleLineText,
recJ177ka0yIyunI1,Partners,Grants 7,singleLineText,
recIiaFfO4E4STnUX,Partners,Grants 8,singleLineText,
recKfiRFv1LL0BQAy,Partners,Grants Advice Log,multipleRecordLinks,Grants Advice Log
recI3u73Ux9BXjaQb,Partners,Key Value Pairs,multipleRecordLinks,Key Value Pairs
recmlBb9XtWXrDEUI,Partners,Roadmap,multipleRecordLinks,Roadmap
rec08RqbMYctNdDc5,Partners,Roadmap 2,multipleRecordLinks,Roadmap
recASChtDddhNBZFq,Grants,Grant Key,formula,"IF(OR({Amount}<0,{Amount}>1000000),""OUT-OF-RANGE"",
  IF({Amount}<1000,""$""&{Amount},""$""&MID({Amount}&"""",1,LEN({Amount}&"""")-3) &"",""& RIGHT({Amount}&"""",3)))

& "" - "" & 

IF({Issue Date},DATETIME_FORMAT({Issue Date},'YYYY-MM-DD'),""No Date"") 

& "" - "" & 

IF({School Short Name},{School Short Name},{School})"
reclUZwg5DbGMMEvU,Grants,Amount,currency,
recfSWGQqf9Io1Px3,Grants,Issue Date,date,
recT3d6C3ZyRRPXkl,Grants,Funding Source,singleSelect,"Sep, TWF - MN / Walton, TWF - PR, TWF - Walton, TWF - Cambridge, RWJF, TWF - No Cal - advance, TWF - Cambridge - advance, TWF - Cambridge , TWF - MN, Walton, TWF - National, TWF - No Ma, Stranahan, Nash, TWF - No Cal - SSF, TWF - CO - Constellation, TWF - MN - PELSB, TWF - NJ - Overdeck, TWF - Mid-Atl, VELA, Individual Donor, Passthrough, COVID, Seed Fund, Scholler, DEED, DC, Flamboyan Foundation"
reccliESl1ogMor4y,Grants,Accounting Notes,singleSelect,"OK, ?, IN QBO"
recNFl6FoHQQ8EFtf,Grants,Notes,multilineText,
rec6J0PqUOlkRwu7U,Grants,School,multipleRecordLinks,Schools
recRmabkbBeKX8FEB,Grants,Grant Status,singleSelect,"Issued, Planned, Did not receive, ?, Received, X, is"
recUYOgciwaj7H9TP,Grants,School Grant Name,singleLineText,
recrPYKGgZbxmaY2o,Grants,School Hub,multipleLookupValues,
recwUimOKEXlH2Jqv,Grants,Funding Hub,singleLineText,
recwpf19XfkpAne4Q,Grants,Text for ledger entry,singleLineText,
rec4v8x00autpMOV0,Grants,Signed Grant Agreement,multipleAttachments,
recQX0Kd9nbeg0dg6,Grants,Proof of 501(c)3 status at time of grant,multipleAttachments,
rec85OTbMrEUmPOBd,Grants,Guides and Entrepreneurs (from School),multipleLookupValues,
recfDzu56MObbRNWa,Grants,GuideEntrepreneur Short Name,multipleLookupValues,
recSH5KQrm5MZevXI,Grants,Funding purpose (for grant agreement),singleLineText,
recpJ03Pi5FRk7hMr,Grants,Funding period (for grant agreement),singleLineText,
recWXobLj1wHNuqZu,Grants,Unsigned Grant Agreement,multipleAttachments,
recVxlnyjL9Ronn0h,Grants,Projected Open,multipleLookupValues,
recFBOsNAl2MV5xwH,Grants,Automation step trigger,singleSelect,"Cannot proceed without a grant amount, Request prelim advice for $3k+, Wait for prelim advice, Pause at prelim advice, Request full advice, Wait for full advice, Pause at full advice, Objections, Proceed, Waiting for pre-reqs before proceeding, Processing, Complete"
recNfZe9NHlBfvd58,Grants,Prelim advice request time,dateTime,
recbOC1rhqC6YV6RI,Grants,Full advice request time,dateTime,
recStBwwczA1jQwFH,Grants,School Contact Emails (from School),multipleLookupValues,
recN4G6VmDPDx4XxY,Grants,Current TLs first names,multipleLookupValues,
recxUAo94ov5Iv9zD,Grants,EIN,multipleLookupValues,
recyznvy83MyKNVLe,Grants,Nonprofit status,multipleLookupValues,
recfEweN5KCr7yOES,Grants,Membership Status (from School),multipleLookupValues,
recIq3JIAA0bUnehY,Grants,TL emails,multipleLookupValues,
recDvHW0QsETLeX5a,Grants,Legal Name of School,multipleLookupValues,
recghRZIH98NikIXB,Grants,Current TLs,multipleLookupValues,
recUq7JEwjediJRx8,Grants,TLs at time of grant,multilineText,
recxfog5TnA2a0hzC,Grants,Legal Name at time of grant,singleLineText,
recvHXL1iFfmGtxQt,Grants,TL emails at time of grant,multilineText,
recIgxDc1keIKSkGq,Grants,EIN at time of grant,singleLineText,
reczbySkJSBOMyCGX,Grants,Nonprofit status at time of grant,singleLineText,
recPyJf6x2eRw3XRR,Grants,Membership status at time of grant,singleLineText,
recPowEemImC7cX1f,Grants,Mailing address,multipleLookupValues,
recfkxQsYBSOIfaPR,Grants,Mailing address at time of grant,multilineText,
recgyk4j1pTyLjUTF,Grants,Ready to accept grant (501c3 + EIN),formula,"IF(
  AND(
    NOT(
      OR(
        {EIN} = BLANK(),
        {EIN} = ""N/A""
      )
    ),
    NOT(
      OR(
        {Nonprofit status} = BLANK(),
        LOWER({Nonprofit status}) = ""for profit""
      )
    ),
    {Membership Status (from School)} = ""Member School"",
   OR({Nonprofit status}=""group exemption"",{Proof of 501(c)3 status at time of grant})),""✅ Complete"",
   IF(
     AND(
    NOT(
      OR(
        {EIN} = BLANK(),
        {EIN} = ""N/A""
      )
    ),
    NOT(
      OR(
        {Nonprofit status} = BLANK(),
        LOWER({Nonprofit status}) = ""for profit""
      )
    ),
    {Membership Status (from School)} = ""Member School""),""🫸Awaiting determination letter"", ""❌Missing information""))"
recfoRumXESnU62VO,Grants,Have data to issue grant letter,formula,"IF(
  AND(
    COUNTA(
      {School})>0,
    COUNTA(
      {Current TLs})>0,
      {TL emails},
      {EIN},
      {Count of Active Mailing Addresses (from School)}=1,
      {Funding purpose (for grant agreement)}
,
      {Amount},
      {Amount} >0,
      {Funding Source},
      {Text for ledger entry}
  ),
  ""✅ Complete"",
  ""❌ Missing information""
)"
recPiKBgwhWwXDCYH,Grants,Advice window (1 week) closed,formula,"IF(DATETIME_DIFF(NOW(), {Full advice request time}, 'days') >= 7, ""true"", ""false"")"
recTvDM0KCpI3KNaz,Grants,Bill.com,multipleLookupValues,
recH7X14He7IwgqZL,Grants,Initiate grant process,button,
rec7pymGypy3L29in,Grants,Recipient name from QBO,singleLineText,
recpCzab7xn7W0EVM,Grants,Logo (from School),multipleLookupValues,
rec0idbj5SrIUHwjz,Grants,School Short Name,multipleLookupValues,
recQ1nVWmCZtgveBi,Grants,QBO #,singleLineText,
recqQXRCctN5ikfDM,Grants,Issued by,multipleRecordLinks,Partners
rec9lwgsJLz2RYAwo,Grants,Count of Active Mailing Addresses (from School),multipleLookupValues,
rec8Quq1owTcWV7Z4,Grants,Label,singleSelect,"Sep, Betsy Symanietz, Sara Hernandez, Daniela Vasan, Alia Perra, Rachel Kelley-Cohen, Erika McDowell, Sunny Greenberg, Erica Cantoni"
receVjQSoXDXDyj7b,Grants,Open grant,button,
rec3WaxMDeFMYopRa,Grants,test,button,
recUV0gqzKDy8CNdE,Grants,Issued by Name,multipleLookupValues,
recZ5XiPUhbB5s4l5,Grants,Grants Advice Log,multipleRecordLinks,Grants Advice Log
recyVCKwfjUawFANQ,Grants,Prelim Advice Status Rollup,rollup,
rec7Iqe8QBtKAq1EJ,Grants,Full Advice Status Rollup (from Grants Advice Log),rollup,
recmxIxq2klHtEtsV,Grants,Prelim Advice Yeses,count,
reckClQ0g4w3KgF5d,Grants,Prelim Advice Pauses,count,
rec5bEUmmnpxiFkPb,Grants,Full Advice Yeses,count,
recIjjyJSVyHL9X6B,Grants,Full Advice Open Questions,count,
rec0WOCH4q8PpWrTA,Grants,Full Advice Open Objections,count,
recxsWg5qzmcMtkMe,Grants,Days since prelim advice request,formula,"DATETIME_DIFF({Prelim advice request time},NOW(),'days')"
rec8BV719Oy2gwdnX,Grants,Days since full advice request,formula,"DATETIME_DIFF({Full advice request time},NOW(),'days')"
rechXoi9Mu2GVpQ6P,Grants,Prelim Advice Yes Names,rollup,
recrrZ3OdcHGlfUSP,Grants,Calculation,formula,RECORD_ID()
recD2CzQerxwCw2Ed,Grants Advice Log,grant_advice_id,formula,RECORD_ID()
recemH9tdPxtRIkuE,Grants Advice Log,Grant,multipleRecordLinks,Grants
recnFCHkrTHJqPylm,Grants Advice Log,Advice Giver,multipleRecordLinks,Partners
recWgw6e5jnZlF6rB,Grants Advice Log,Step,singleSelect,"Prelim, Full"
recCuJpkLHrCJunU5,Grants Advice Log,Initial Advice,singleSelect,"Support, Question, Objection"
rec0tpZl4iA9521D7,Grants Advice Log,Advice Given - text,multilineText,
recheXXmHj6cVRT8W,Grants Advice Log,Advice Given - date,dateTime,
recE9FxdDrwmJT6gu,Grants Advice Log,Question Resolved Time,dateTime,
rec2VHq5JmL1h1G05,Grants Advice Log,Objection Cleared Time,dateTime,
recoB8doGMhZtZoX5,Grants Advice Log,Status,formula,"IF({Initial Advice}=""Support"",""Proceed"",
IF(AND({Initial Advice}=""Question"",{Question Resolved Time}),""Proceed"",
IF(AND({Initial Advice}=""Question"",NOT({Question Resolved Time})),""Open Questions"",
IF(AND({Initial Advice}=""Objection"",{Objection Cleared Time}),""Proceed"",
IF(AND({Initial Advice}=""Objection"",NOT({Objection Cleared Time}),""Open Objections"",""Error""))))))"
reclEbgecU1oGWMAP,Grants Advice Log,Issued by (from Grant),multipleLookupValues,
recIo0oxA2FO5OIQo,Loans,Loan Key,formula,"{School} & "" "" & {Effective Issue Date}"
recCONPVdKK4E5qIT,Loans,Amount Issued,currency,
recUxsQn32Tb8Yk6G,Loans,Effective Issue Date,date,
rec0cb1vukFLLJMKc,Loans,Maturity,date,
recY46gA1V7AEeqoi,Loans,Interest Rate,percent,
recedKjpEpn3UhqxB,Loans,Use of Proceeds,singleSelect,"Operations, Start-up , Renovations / Construction, Combine 2 loans, Expansion, Move, Security deposit"
rec0Xoj5mxtJ5MIkZ,Loans,Issue Method,singleSelect,"Sep, TWF, TWF->LF II, LF II, Spring Point"
reciTlK5O3EG4LN9I,Loans,School,multipleRecordLinks,Schools
recbZH00CL1QkbPkW,Loans,Contact email (from Educator) (from Educators x Schools) (from School),multipleLookupValues,
recDoTTSHenFKxhrN,Loans,Loan Contact Email 1,email,
reckbpjrR2kxZ3u1o,Loans,Loan Contact Email 2,email,
recavPEkn0QXF43rQ,Loans,Loan Status,singleSelect,"Interest Only Period, Principal Repayment Period, Paid Off, "
recmY7cR3b7iEUrml,Loans,Notes,multilineText,
rec4a4sdbbNxPjJyN,Loans,Loan paperwork,multipleAttachments,
rec2qrnPvSwTDnVmG,Loans,Approximate Outstanding Amount,currency,
recHpwecbjJbpJh9u,Loans,Educators x Schools,multipleRecordLinks,Educators x Schools
